approach,n_vehicles,mean_duration_s,mean_timeloss_s,mean_waiting_s,mean_route_length_m
east,8000,383.25375,24.818381249999998,0.21475,7837.66844125
north,5000,271.4596,22.413629999999998,0.1596,5506.107798
south,5000,293.4848,31.542958000000002,0.0148,5084.765
west,8000,221.862625,15.64839,0.18625,4626.7064575
کل (all),26000,294.8328076923077,22.827581153846154,0.15692307692307692,5871.898583846154
