approach,n_vehicles,mean_duration_s,mean_timeloss_s,mean_waiting_s,mean_route_length_m
east,8000,384.592,25.5159275,0.61875,7855.20316875
north,5000,271.467,22.426098,0.1878,5506.096426
south,5000,296.0876,34.160218,1.9958,5084.7634
west,8000,223.267875,15.8041725,0.1865,4660.4756237500005
کل (all),26000,296.17892307692307,23.595860769230768,0.6676923076923077,5887.681902692308
