lambda,mean_s1_fixed_diag,mean_s0_diag,pct_diff,p_value
0.6,21.42229487179487,14.497800000000002,47.762383753361654,2.2631744406649497e-07
0.8,23.169254807692305,16.97937067307692,36.455321306049804,0.0009385574066912357
1.0,27.022640000000003,17.560859999999998,53.87993526512942,2.6125406441044413e-06
1.2,32.01767019230769,20.342721794871796,57.391279864914814,0.00011519706957157259
1.4,40.05275247252747,25.68392912087912,55.94480223030817,0.004371353722593993
