scenario,lambda,seed,n_vehicles,mean_duration_s,mean_timeloss_s,mean_waiting_s,p95_timeloss_s,n_collisions,max_queue_length_m
s5_oneway_yield,0.6,1,1560,273.78846153846155,21.23376282051282,0.33397435897435895,41.9655,14,57.13
s5_oneway_yield,0.6,2,1560,277.04487179487177,21.145621794871793,0.26666666666666666,41.120999999999995,13,25.26
s5_oneway_yield,0.6,3,1560,270.48846153846154,20.42276282051282,0.38076923076923075,37.634,10,29.57
s5_oneway_yield,0.6,4,1560,272.7160256410256,20.75273076923077,0.2935897435897436,39.4705,8,39.56
s5_oneway_yield,0.6,5,1560,272.7128205128205,20.738999999999997,0.34615384615384615,40.150999999999996,10,39.79
s5_oneway_yield,0.6,6,1560,273.09358974358975,20.807025641025643,0.28910256410256413,39.95949999999999,12,43.88
s5_oneway_yield,0.6,7,1560,272.7147435897436,20.703121794871798,0.36153846153846153,40.03999999999999,14,47.02
s5_oneway_yield,0.6,8,1560,271.87307692307695,21.017461538461536,0.2858974358974359,42.2915,9,28.46
s5_oneway_yield,0.6,9,1560,274.67115384615386,22.15346794871795,1.6794871794871795,41.282,19,28.54
s5_oneway_yield,0.6,10,1560,274.86410256410255,22.03751923076923,1.2653846153846153,41.732499999999995,16,33.68
s5_oneway_yield,0.8,1,2080,273.9519230769231,22.48370673076923,0.6375,44.407999999999994,36,76.07
s5_oneway_yield,0.8,2,2080,277.375,23.836932692307695,1.966826923076923,45.3445,42,63.35
s5_oneway_yield,0.8,3,2080,275.87451923076924,22.112235576923077,0.4394230769230769,43.531,27,32.09
s5_oneway_yield,0.8,4,2080,280.3485576923077,26.28904326923077,4.054807692307692,49.12999999999999,58,37.69
s5_oneway_yield,0.8,5,2080,274.2610576923077,22.003096153846155,0.49230769230769234,43.02399999999999,24,36.18
s5_oneway_yield,0.8,6,2080,274.6418269230769,22.32722596153846,0.41586538461538464,44.44199999999999,35,28.07
s5_oneway_yield,0.8,7,2080,275.34086538461537,22.20913942307692,0.6394230769230769,44.652499999999996,43,62.7
s5_oneway_yield,0.8,8,2080,275.84615384615387,22.451745192307694,0.6105769230769231,45.38849999999999,39,50.45
s5_oneway_yield,0.8,9,2080,275.7028846153846,23.51668269230769,1.7375,45.092,34,41.8
s5_oneway_yield,0.8,10,2080,275.2879807692308,23.056927884615387,1.648076923076923,43.6605,35,27.26
