scenario,lambda,metric,mean,ci95_lo,ci95_hi,n_seeds
s0,0.6,mean_duration_s,269.04673076923075,267.9493017498912,270.1441597885703,10
s0,0.6,mean_timeloss_s,17.773681410256412,17.262521127559218,18.284841692953606,10
s0,0.6,mean_waiting_s,0.23211538461538458,-0.24352102230417136,0.7077517915349405,10
s0,0.6,p95_timeloss_s,32.68655,31.863540965478652,33.509559034521345,10
s0,0.6,n_collisions,1.3,-1.3988334501336366,3.9988334501336364,10
s0,0.6,max_queue_length_m,14.688999999999998,10.544697002021255,18.83330299797874,10
s0,0.8,mean_duration_s,270.67615384615385,268.24632948808596,273.10597820422174,10
s0,0.8,mean_timeloss_s,19.661892307692305,17.05553584540482,22.26824876997979,10
s0,0.8,mean_waiting_s,1.0815384615384616,-1.3073134523900907,3.470390375467014,10
s0,0.8,p95_timeloss_s,35.40945,32.66303894647253,38.15586105352747,10
s0,0.8,n_collisions,10.0,-9.363149153464931,29.36314915346493,10
s0,0.8,max_queue_length_m,32.756,6.675461277388919,58.83653872261108,10
s0,1.0,mean_duration_s,272.1580769230769,270.79056389784614,273.5255899483077,10
s0,1.0,mean_timeloss_s,21.02216846153846,19.904059583482578,22.14027733959434,10
s0,1.0,mean_waiting_s,1.1132692307692307,0.1612569751883075,2.0652814863501536,10
s0,1.0,p95_timeloss_s,37.96034999999999,36.28880884461588,39.6318911553841,10
s0,1.0,n_collisions,21.2,3.752850635794406,38.64714936420559,10
s0,1.0,max_queue_length_m,35.019999999999996,19.6429167302771,50.39708326972289,10
s0,1.2,mean_duration_s,274.68714743589743,273.7641800470904,275.61011482470445,10
s0,1.2,mean_timeloss_s,23.426270833333337,22.255464037194432,24.597077629472242,10
s0,1.2,mean_waiting_s,2.016634615384615,0.9482960828084046,3.0849731479608256,10
s0,1.2,p95_timeloss_s,42.98764999999996,41.24894281542878,44.72635718457114,10
s0,1.2,n_collisions,46.3,19.512454758891913,73.08754524110807,10
s0,1.2,max_queue_length_m,75.545,27.80115315721848,123.28884684278152,10
s0,1.4,mean_duration_s,278.38763736263735,274.962887778125,281.8123869471497,10
s0,1.4,mean_timeloss_s,27.31740274725275,24.109706767980928,30.525098726524572,10
s0,1.4,mean_waiting_s,4.08793956043956,1.2225459803343761,6.9533331405447445,10
s0,1.4,p95_timeloss_s,51.0947999999999,45.47682901656387,56.71277098343593,10
s0,1.4,n_collisions,101.5,63.711140254063714,139.2888597459363,10
s0,1.4,max_queue_length_m,142.605,58.69174134225659,226.5182586577434,10
