scenario,lambda,metric,mean,ci95_lo,ci95_hi,n_seeds
s5_metering,0.6,mean_duration_s,272.423717948718,270.8977225804652,273.94971331697076,10
s5_metering,0.6,mean_timeloss_s,20.7345,20.067173875111642,21.40182612488836,10
s5_metering,0.6,mean_waiting_s,0.7645512820512819,0.19322978443904526,1.3358727796635184,10
s5_metering,0.6,p95_timeloss_s,39.61315,38.49253369585063,40.73376630414936,10
s5_metering,0.6,n_collisions,8.6,5.45098477987457,11.749015220125429,10
s5_metering,0.6,max_queue_length_m,25.187,21.433033587896084,28.94096641210392,10
s5_metering,0.8,mean_duration_s,274.33480769230766,272.97325064561903,275.6963647389963,10
s5_metering,0.8,mean_timeloss_s,22.589919230769233,21.364065384877993,23.815773076660474,10
s5_metering,0.8,mean_waiting_s,1.5339423076923078,0.40774659051248174,2.6601380248721336,10
s5_metering,0.8,p95_timeloss_s,42.479699999999994,41.012674382730815,43.94672561726917,10
s5_metering,0.8,n_collisions,22.4,8.564833868284026,36.23516613171597,10
s5_metering,0.8,max_queue_length_m,28.830000000000002,24.33519877503153,33.324801224968475,10
s5_metering,1.0,mean_duration_s,275.52903846153845,274.37865858781555,276.67941833526135,10
s5_metering,1.0,mean_timeloss_s,23.69049,22.836604845028635,24.544375154971366,10
s5_metering,1.0,mean_waiting_s,1.3785000000000003,0.6629583943542341,2.0940416056457662,10
s5_metering,1.0,p95_timeloss_s,45.67499999999999,44.12723365990259,47.22276634009739,10
s5_metering,1.0,n_collisions,35.1,23.938750999067963,46.26124900093204,10
s5_metering,1.0,max_queue_length_m,52.201,38.61932185405351,65.78267814594649,10
s5_metering,1.2,mean_duration_s,279.85509615384615,276.97439338608945,282.73579892160285,10
s5_metering,1.2,mean_timeloss_s,27.84855096153846,24.96006507685697,30.73703684621995,10
s5_metering,1.2,mean_waiting_s,3.8643269230769235,1.4206036878267407,6.308050158327106,10
s5_metering,1.2,p95_timeloss_s,62.00434999999989,39.672712874657535,84.33598712534224,10
s5_metering,1.2,n_collisions,109.0,44.83550281119825,173.16449718880176,10
s5_metering,1.2,max_queue_length_m,69.322,53.38810588353273,85.25589411646727,10
s5_metering,1.4,mean_duration_s,282.0485164835165,277.86984188621653,286.22719108081645,10
s5_metering,1.4,mean_timeloss_s,30.512199450549446,26.681755963950792,34.3426429371481,10
s5_metering,1.4,mean_waiting_s,5.035137362637363,1.8956809231819665,8.174593802092758,10
s5_metering,1.4,p95_timeloss_s,72.14559999999992,40.66221896867905,103.62898103132079,10
s5_metering,1.4,n_collisions,168.5,80.8323698871499,256.16763011285013,10
s5_metering,1.4,max_queue_length_m,105.824,25.673570733733825,185.97442926626616,10
