scenario,lambda,seed,n_vehicles,mean_duration_s,mean_timeloss_s,mean_waiting_s,p95_timeloss_s,n_collisions,max_queue_length_m
s5_oneway_signal,0.6,1,1560,276.82884615384614,24.274352564102564,2.891025641025641,56.01499999999999,90,99.77
s5_oneway_signal,0.6,2,1560,280.08397435897433,24.18169230769231,2.8282051282051284,55.30199999999999,87,41.87
s5_oneway_signal,0.6,3,1560,276.5153846153846,26.441942307692308,5.566666666666666,59.153499999999994,118,67.29
s5_oneway_signal,0.6,4,1560,278.175641025641,26.218647435897438,5.062820512820513,58.017999999999994,90,58.17
s5_oneway_signal,0.6,5,1560,276.0602564102564,24.093320512820515,3.042948717948718,54.29999999999999,88,63.22
s5_oneway_signal,0.6,6,1560,276.1019230769231,23.828121794871798,2.9826923076923078,53.9965,93,54.81
s5_oneway_signal,0.6,7,1560,276.38461538461536,24.38480128205128,3.4006410256410255,57.2815,100,48.7
s5_oneway_signal,0.6,8,1560,275.66153846153844,24.78898076923077,3.428205128205128,56.17699999999998,95,41.21
s5_oneway_signal,0.6,9,1560,278.1275641025641,25.614487179487178,4.555769230769231,56.6905,101,61.13
s5_oneway_signal,0.6,10,1560,277.26730769230767,24.433929487179487,3.146153846153846,55.36699999999999,117,75.74
s5_oneway_signal,0.8,1,2080,277.76490384615386,26.293899038461536,3.926442307692308,61.2805,186,75.38
s5_oneway_signal,0.8,2,2080,282.09759615384615,28.54784134615385,5.908173076923077,62.867999999999995,179,61.18
s5_oneway_signal,0.8,3,2080,279.3048076923077,25.54931730769231,3.268269230769231,57.53799999999997,149,59.83
s5_oneway_signal,0.8,4,2080,280.19471153846155,26.130884615384616,3.6125,59.8925,173,60.6
s5_oneway_signal,0.8,5,2080,280.7591346153846,28.507067307692306,6.170673076923077,63.1315,186,73.77
s5_oneway_signal,0.8,6,2080,279.15817307692305,26.847937499999997,4.304326923076923,58.713499999999996,191,95.3
s5_oneway_signal,0.8,7,2080,278.7932692307692,25.65951923076923,3.391826923076923,58.69199999999999,166,60.93
s5_oneway_signal,0.8,8,2080,279.31875,25.920649038461537,3.429326923076923,61.242,177,59.61
s5_oneway_signal,0.8,9,2080,279.8302884615385,27.653052884615384,5.096153846153846,61.97099999999999,204,59.46
s5_oneway_signal,0.8,10,2080,279.73701923076925,27.499057692307694,5.086057692307692,61.58099999999999,188,60.26
s5_oneway_signal,1.0,1,2600,283.49884615384616,30.175273076923073,5.955384615384616,69.24799999999995,288,73.37
s5_oneway_signal,1.0,2,2600,283.1865384615385,28.902661538461544,5.073846153846154,67.39099999999999,295,60.79
s5_oneway_signal,1.0,3,2600,279.2826923076923,27.93732692307692,4.146538461538461,63.017499999999956,269,100.97
s5_oneway_signal,1.0,4,2600,281.97615384615386,30.174873076923078,6.491153846153846,67.62349999999998,311,61.21
s5_oneway_signal,1.0,5,2600,282.42884615384617,29.237419230769234,5.4569230769230765,65.092,269,77.21
s5_oneway_signal,1.0,6,2600,279.53576923076923,27.371969230769228,3.751153846153846,62.061499999999995,254,56.56
s5_oneway_signal,1.0,7,2600,280.4496153846154,28.031696153846156,4.026153846153846,63.553999999999974,251,59.65
s5_oneway_signal,1.0,8,2600,297.8403846153846,46.018669230769234,19.464615384615385,217.30699999999982,620,226.95
s5_oneway_signal,1.0,9,2600,282.5946153846154,30.09362307692308,6.101538461538461,65.49199999999999,316,60.73
s5_oneway_signal,1.0,10,2600,281.3976923076923,27.77251538461538,3.83,64.92099999999999,247,103.94
s5_oneway_signal,1.2,1,3120,290.7147435897436,36.75434294871795,9.618269230769231,100.88149999999999,649,70.13
s5_oneway_signal,1.2,2,3120,305.3685897435897,52.86235576923077,21.96602564102564,217.2759999999999,1133,220.05
s5_oneway_signal,1.2,3,3120,287.81858974358977,35.741625,9.1125,96.08749999999996,621,71.54
