approach,n_vehicles,mean_duration_s,mean_timeloss_s,mean_waiting_s,mean_route_length_m
east,8000,379.502875,24.524232499999997,1.01425,7728.7378625
north,5000,219.3358,18.151976,0.4148,4818.423806
south,5000,225.543,30.421191999999998,4.3524,3504.6886839999997
west,8000,227.05575,13.52922375,0.0,4844.815
کل (all),26000,272.18703846153846,21.049749615384616,1.228846153846154,5469.384051923077
