scenario,lambda,metric,mean,ci95_lo,ci95_hi,n_seeds
s5_oneway,0.6,mean_duration_s,273.57006410256406,272.1102079903335,275.02992021479463,10
s5_oneway,0.6,mean_timeloss_s,21.262719230769232,20.363471936020584,22.16196652551788,10
s5_oneway,0.6,mean_waiting_s,1.0598717948717948,0.19570442254426568,1.924039167199324,10
s5_oneway,0.6,p95_timeloss_s,39.933299999999996,39.079006844332994,40.787593155667,10
s5_oneway,0.6,n_collisions,10.5,4.705559997585674,16.294440002414326,10
s5_oneway,0.6,max_queue_length_m,37.409000000000006,25.41307140241115,49.404928597588864,10
s5_oneway,0.8,mean_duration_s,275.33870192307694,274.59037586948256,276.0870279766713,10
s5_oneway,0.8,mean_timeloss_s,22.48442067307692,21.828886961102793,23.139954385051045,10
s5_oneway,0.8,mean_waiting_s,0.9810576923076922,0.34605742930246963,1.6160579553129149,10
s5_oneway,0.8,p95_timeloss_s,44.2233,42.963742109597156,45.48285789040285,10
s5_oneway,0.8,n_collisions,24.3,15.21969375954399,33.38030624045601,10
s5_oneway,0.8,max_queue_length_m,49.278999999999996,37.01094702629935,61.547052973700644,10
s5_oneway,1.0,mean_duration_s,277.36623076923075,275.94883386067613,278.7836276777854,10
s5_oneway,1.0,mean_timeloss_s,24.706305769230774,23.36289071165146,26.049720826810088,10
s5_oneway,1.0,mean_waiting_s,1.7921923076923079,0.7015509856092383,2.8828336297753774,10
s5_oneway,1.0,p95_timeloss_s,49.06754999999994,46.136421837747726,51.998678162252155,10
s5_oneway,1.0,n_collisions,62.7,33.41974672510712,91.98025327489289,10
s5_oneway,1.0,max_queue_length_m,49.648,32.35881270626317,66.93718729373683,10
s5_oneway,1.2,mean_duration_s,284.30016025641027,279.34240959807903,289.2579109147415,10
s5_oneway,1.2,mean_timeloss_s,31.680143269230776,26.796646388060303,36.56364015040125,10
s5_oneway,1.2,mean_waiting_s,5.95349358974359,2.513592313018768,9.393394866468412,10
s5_oneway,1.2,p95_timeloss_s,88.69714999999988,53.67038397177266,123.72391602822711,10
s5_oneway,1.2,n_collisions,299.6,124.56717418264256,474.63282581735746,10
s5_oneway,1.2,max_queue_length_m,97.825,73.47530935021642,122.17469064978359,10
s5_oneway,1.4,mean_duration_s,314.45179245397077,268.7129561820018,360.19062872593975,10
s5_oneway,1.4,mean_timeloss_s,61.71132869443538,15.838335418044792,107.58432197082597,10
s5_oneway,1.4,mean_waiting_s,27.0925689382125,-6.725334753232168,60.91047262965717,10
s5_oneway,1.4,p95_timeloss_s,222.87614999999968,54.893524291528365,390.858775708471,10
s5_oneway,1.4,n_collisions,1194.4,-36.3139034126948,2425.113903412695,10
s5_oneway,1.4,max_queue_length_m,232.13000000000002,134.84521741938102,329.41478258061903,10
