approach,n_vehicles,mean_duration_s,mean_timeloss_s,mean_waiting_s,mean_route_length_m
east,8000,384.761875,29.786154999999997,4.902875,7728.73717
north,5000,239.9808,38.78441,13.087,4818.423244
south,5000,258.8904,63.748366000000004,28.3252,3504.643318
west,8000,226.965875,13.44459125,0.0,4844.815
کل (all),26000,284.16069230769233,33.01960961538461,9.472461538461538,5469.375006538461
