scenario,lambda,metric,mean,ci95_lo,ci95_hi,n_seeds
s5_oneway_signal,0.6,mean_duration_s,277.1207051282051,276.16053347475184,278.08087678165833,10
s5_oneway_signal,0.6,mean_timeloss_s,24.826027564102564,24.16116789999818,25.490887228206947,10
s5_oneway_signal,0.6,mean_waiting_s,3.69051282051282,2.978976927319426,4.402048713706214,10
s5_oneway_signal,0.6,p95_timeloss_s,56.23009999999999,55.07588449826881,57.38431550173117,10
s5_oneway_signal,0.6,n_collisions,97.9,89.7894663600143,106.01053363998571,10
s5_oneway_signal,0.6,max_queue_length_m,61.19100000000001,48.75544133184053,73.62655866815949,10
s5_oneway_signal,0.8,mean_duration_s,279.6958653846154,278.8597504762363,280.5319802929945,10
s5_oneway_signal,0.8,mean_timeloss_s,26.86092259615385,26.05255147203214,27.669293720275558,10
s5_oneway_signal,0.8,mean_waiting_s,4.4193750000000005,3.648380095850932,5.190369904149069,10
s5_oneway_signal,0.8,p95_timeloss_s,60.690999999999995,59.33658884663569,62.0454111533643,10
s5_oneway_signal,0.8,n_collisions,179.9,169.10650982236345,190.69349017763656,10
s5_oneway_signal,0.8,max_queue_length_m,66.632,58.2502385707309,75.01376142926911,10
s5_oneway_signal,1.0,mean_duration_s,283.21911538461535,279.40037430685265,287.03785646237804,10
s5_oneway_signal,1.0,mean_timeloss_s,30.571602692307685,26.616001056164354,34.52720432845102,10
s5_oneway_signal,1.0,mean_waiting_s,6.42973076923077,3.0748076720214508,9.784653866440088,10
s5_oneway_signal,1.0,p95_timeloss_s,80.57074999999995,46.16538165033671,114.97611834966318,10
s5_oneway_signal,1.0,n_collisions,312.0,232.64373308343843,391.3562669165616,10
s5_oneway_signal,1.0,max_queue_length_m,88.138,51.15588924020056,125.12011075979945,10
s5_oneway_signal,1.2,mean_duration_s,300.43012820512814,290.26632664234705,310.59392976790923,10
s5_oneway_signal,1.2,mean_timeloss_s,47.82404006410256,37.79739391432858,57.85068621387654,10
s5_oneway_signal,1.2,mean_waiting_s,18.195544871794873,10.953020312535692,25.438069431054053,10
s5_oneway_signal,1.2,p95_timeloss_s,160.4120999999998,103.29073827783076,217.53346172216885,10
s5_oneway_signal,1.2,n_collisions,961.2,648.8054965879799,1273.5945034120202,10
s5_oneway_signal,1.2,max_queue_length_m,163.87199999999999,99.84611415780033,227.89788584219963,10
s5_oneway_signal,1.4,mean_duration_s,340.5417553831724,332.0961488939206,348.98736187242423,10
s5_oneway_signal,1.4,mean_timeloss_s,87.83377000068374,79.51399064842616,96.15354935294133,10
s5_oneway_signal,1.4,mean_waiting_s,40.31183540523641,35.351340627734125,45.27233018273869,10
s5_oneway_signal,1.4,p95_timeloss_s,442.6405999999999,407.78882235951914,477.49237764048064,10
s5_oneway_signal,1.4,n_collisions,3257.6,2877.7778617313575,3637.4221382686424,10
s5_oneway_signal,1.4,max_queue_length_m,420.8469999999999,418.42272438837296,423.2712756116269,10
