scenario,lambda,metric,mean,ci95_lo,ci95_hi,n_seeds
s2_d150,0.6,mean_duration_s,291.02564102564105,290.29661416696695,291.75466788431515,10
s2_d150,0.6,mean_timeloss_s,19.369984615384617,19.15952231149963,19.580446919269605,10
s2_d150,0.6,mean_waiting_s,0.05532051282051283,0.043959744929785306,0.06668128071124035,10
s2_d150,0.6,p95_timeloss_s,35.09925,34.32785794096275,35.870642059037245,10
s2_d150,0.6,n_collisions,1.9,0.4515126642004488,3.3484873357995513,10
s2_d150,0.6,max_queue_length_m,21.891,18.154482938267435,25.62751706173256,10
s2_d150,0.8,mean_duration_s,293.01024038461543,292.0420225885837,293.9784581806472,10
s2_d150,0.8,mean_timeloss_s,20.935089423076924,20.698642771301103,21.171536074852746,10
s2_d150,0.8,mean_waiting_s,0.09230769230769231,0.07894727425733103,0.1056681103580536,10
s2_d150,0.8,p95_timeloss_s,38.20399999999999,37.674813711418054,38.73318628858193,10
s2_d150,0.8,n_collisions,3.9,1.7819314044162815,6.018068595583719,10
s2_d150,0.8,max_queue_length_m,25.605,22.8000888049768,28.409911195023202,10
s2_d150,1.0,mean_duration_s,294.8328076923077,294.28377618582573,295.3818391987897,10
s2_d150,1.0,mean_timeloss_s,22.82758115384615,22.648434731764638,23.006727575927663,10
s2_d150,1.0,mean_waiting_s,0.1569230769230769,0.1357889840960934,0.17805716975006036,10
s2_d150,1.0,p95_timeloss_s,42.52734999999998,41.81152456846745,43.24317543153251,10
s2_d150,1.0,n_collisions,10.2,7.3030253284008975,13.096974671599101,10
s2_d150,1.0,max_queue_length_m,33.468,23.486948435818412,43.449051564181595,10
s2_d150,1.2,mean_duration_s,297.0526602564102,296.4856095094292,297.6197110033912,10
s2_d150,1.2,mean_timeloss_s,24.979916666666668,24.748718384261263,25.211114949072073,10
s2_d150,1.2,mean_waiting_s,0.31185897435897436,0.2758590084677176,0.3478589402502311,10
s2_d150,1.2,p95_timeloss_s,48.63039999999999,47.48112992345757,49.7796700765424,10
s2_d150,1.2,n_collisions,31.5,24.96753836647401,38.03246163352599,10
s2_d150,1.2,max_queue_length_m,32.561,22.542607962155408,42.57939203784459,10
s2_d150,1.4,mean_duration_s,299.33686813186813,298.6497881005875,300.02394816314876,10
s2_d150,1.4,mean_timeloss_s,27.26634972527473,27.051418172767413,27.481281277782045,10
s2_d150,1.4,mean_waiting_s,0.4915384615384616,0.4415533618241806,0.5415235612527426,10
s2_d150,1.4,p95_timeloss_s,53.90034999999998,52.816017238700724,54.98468276129924,10
s2_d150,1.4,n_collisions,49.7,45.100280435643654,54.29971956435635,10
s2_d150,1.4,max_queue_length_m,67.441,19.41642631692853,115.46557368307148,10
