scenario,lambda,metric,mean,ci95_lo,ci95_hi,n_seeds
s2,0.6,mean_duration_s,291.64019230769236,290.94155700260205,292.33882761278267,10
s2,0.6,mean_timeloss_s,19.37516730769231,19.170367574598625,19.57996704078599,10
s2,0.6,mean_waiting_s,0.05237179487179487,0.04312178873833838,0.061621801005251366,10
s2,0.6,p95_timeloss_s,34.9952,34.176439997142005,35.81396000285799,10
s2,0.6,n_collisions,2.1,0.9101254023728165,3.2898745976271835,10
s2,0.6,max_queue_length_m,23.391,19.734123530790402,27.047876469209594,10
s2,0.8,mean_duration_s,293.5437980769231,292.65976173463105,294.4278344192152,10
s2,0.8,mean_timeloss_s,20.93325576923077,20.7220367232323,21.144474815229238,10
s2,0.8,mean_waiting_s,0.07942307692307692,0.06433941503333064,0.09450673881282319,10
s2,0.8,p95_timeloss_s,38.177699999999994,37.5577708311998,38.79762916880019,10
s2,0.8,n_collisions,4.1,2.502191637095622,5.697808362904377,10
s2,0.8,max_queue_length_m,26.023000000000003,23.86558232283294,28.180417677167068,10
s2,1.0,mean_duration_s,296.17892307692307,294.47373446428475,297.8841116895614,10
s2,1.0,mean_timeloss_s,23.595860769230768,21.895915357533045,25.29580618092849,10
s2,1.0,mean_waiting_s,0.6676923076923077,-0.5699896695209276,1.9053742849055428,10
s2,1.0,p95_timeloss_s,44.070299999999975,40.40314043439134,47.73745956560861,10
s2,1.0,n_collisions,25.1,-12.100775428025841,62.300775428025844,10
s2,1.0,max_queue_length_m,34.796,22.87434103717778,46.71765896282222,10
s2,1.2,mean_duration_s,297.61810897435896,297.1136051766875,298.12261277203044,10
s2,1.2,mean_timeloss_s,24.954915384615386,24.76898873743176,25.140842031799014,10
s2,1.2,mean_waiting_s,0.2316987179487179,0.20561963939136568,0.25777779650607013,10
s2,1.2,p95_timeloss_s,48.087749999999986,47.26416106416094,48.911338935839034,10
s2,1.2,n_collisions,26.7,22.380786870684965,31.019213129315034,10
s2,1.2,max_queue_length_m,39.654999999999994,28.018387792874673,51.29161220712531,10
s2,1.4,mean_duration_s,300.8079120879121,298.234928664412,303.3808955114122,10
s2,1.4,mean_timeloss_s,28.13450851648352,25.94970369797116,30.319313334995883,10
s2,1.4,mean_waiting_s,0.9216758241758243,-0.2873500492918828,2.1307016976435316,10
s2,1.4,p95_timeloss_s,58.68124999999998,46.138676005635396,71.22382399436455,10
s2,1.4,n_collisions,68.6,-1.1114805288842717,138.31148052888426,10
s2,1.4,max_queue_length_m,75.34800000000001,31.030369962063112,119.66563003793692,10
