approach,n_vehicles,mean_duration_s,mean_timeloss_s,mean_waiting_s,mean_route_length_m
east,8000,378.3645,26.52035125,1.25875,7566.454413750001
north,5000,233.4188,31.144873999999998,3.9086,4490.045818
south,5000,241.6738,34.70876,3.3968,3504.852504
west,8000,226.142875,12.61662125,0.0,4844.815
کل (all),26000,277.36623076923075,24.706305769230767,1.7921923076923076,5356.3325738461535
