vType,n_vehicles,share,mean_duration_s,mean_timeloss_s
passenger,14300,0.55,293.60657342657345,20.056479720279718
motorcycle,7800,0.3,301.44615384615383,26.83807564102564
taxi,2080,0.08,292.91682692307694,21.455822115384617
pickup,1040,0.04,290.80961538461537,19.731394230769233
truck_light,520,0.02,294.4942307692308,21.34001923076923
bus,260,0.01,296.64230769230767,22.870538461538462
